Player,year_born,Cluster 1,VORP 1,WS 1,Cluster 2,VORP 2,WS 2,Cluster 3,VORP 3,WS 3,Cluster 4,VORP 4,WS 4,Cluster 5,VORP 5,WS 5,Cluster 6,VORP 6,WS 6,Cluster 7,VORP 7,WS 7,Cluster 8,VORP 8,WS 8,Cluster 9,VORP 9,WS 9,Cluster 10,VORP 10,WS 10,Cluster 11,VORP 11,WS 11,Cluster 12,VORP 12,WS 12,Cluster 13,VORP 13,WS 13,Cluster 14,VORP 14,WS 14,Cluster 15,VORP 15,WS 15,Cluster 16,VORP 16,WS 16,Cluster 17,VORP 17,WS 17,Cluster 18,VORP 18,WS 18,Cluster 19,VORP 19,WS 19,Cluster 20,VORP 20,WS 20,Cluster 21,VORP 21,WS 21
Bo Outlaw,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.8,4.4,4,1.6,3.6,3,0.0,0.2,0.0,0.2,0.7,0.0,0.4,1.2,,,,,,,,,,,,,,,,,,,,,
Quentin Richardson,1980,,,,,,,5,-0.5,1.0,2,0.7,2.4,2,2.8,5.8,5,0.2,0.7,2,1.2,3.5,5,-0.3,0.3,2,0.2,2.1,2,2.1,5.8,5,0.1,1.3,5,0.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Strickland,1973,,,,,,,,,,,,,,,,,,,8,0.3,2.7,7,0.2,0.8,7,-0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corliss Williamson,1973,,,,,,,,,,,,,,,,,,,,,,4,0.2,4.9,4,-0.2,4.1,4,-0.6,3.3,3,-0.5,0.2,4,-1.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquis Daniels,1981,5,1.0,3.2,8,1.0,2.5,8,1.5,4.2,7,-0.4,0.6,8,-0.2,0.9,8,0.0,1.3,5,-0.1,1.3,5,0.6,2.0,7,-0.2,0.1,7,-0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Jones,1980,,,,5,0.5,2.5,2,0.7,4.0,5,0.4,2.2,5,1.0,3.7,5,-0.1,0.9,5,0.1,1.0,5,1.1,4.7,5,0.2,1.7,5,-0.1,0.2,5,0.1,0.7,5,0.1,1.5,5.0,0.1,1.2,5.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,
J.R. Smith,1985,8,-0.7,0.2,5,0.0,1.2,2,1.0,3.7,2,1.2,3.7,2,2.1,5.8,2,0.9,2.7,2,1.9,5.0,5,1.0,2.5,1,2.2,6.7,2,1.3,3.7,2,1.4,3.7,2,2.0,5.5,5.0,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Sessions,1986,7,-0.1,0.7,8,1.5,5.6,8,-0.6,1.1,1,0.8,4.4,8,0.4,3.7,8,0.0,2.9,8,-0.1,4.3,7,-0.6,1.1,8,0.1,3.8,7,-0.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earl Clark,1988,3,-0.5,-0.3,3,-0.5,0.3,3,-0.3,0.3,4,0.4,2.3,5,-0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Canaan,1991,7,-0.1,0.2,5,-0.1,1.4,2,-0.4,1.4,7,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Dunn,1994,8,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zendon Hamilton,1975,,,,,,,,,,0,-0.1,1.8,0,-0.1,0.1,0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Jefferson,1980,,,,6,2.9,9.9,1,3.5,11.0,8,0.7,2.4,1,3.8,11.7,8,0.1,3.4,1,1.6,7.6,1,1.3,6.6,2,1.5,6.0,2,2.0,5.9,5,0.9,3.1,5,-0.1,1.0,2.0,0.3,2.7,5.0,0.4,2.3,5.0,0.4,2.7,5.0,-0.1,2.1,,,,,,,,,,,,,,,
Glenn Robinson,1994,7,-0.3,0.1,7,-0.1,0.8,5,0.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Williams,1975,,,,,,,,,,,,,8,1.3,4.7,8,1.2,5.4,8,0.8,4.3,8,1.2,4.8,8,0.8,4.3,8,-0.1,2.1,,,,8,0.7,4.5,7.0,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,
Linas Kleiza,1985,0,-0.3,1.2,5,-0.1,2.8,2,0.7,4.7,2,0.0,3.6,,,,5,-0.7,-0.3,5,-0.1,1.5,7,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arron Afflalo,1985,5,0.1,1.9,5,-0.1,1.8,2,1.3,4.3,2,2.4,6.2,2,1.5,5.3,2,-0.2,2.0,2,0.9,5.3,2,0.1,2.6,2,-0.2,2.7,5,-0.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Belinelli,1986,7,-0.3,0.0,5,-0.3,0.5,5,-0.1,1.2,2,0.5,3.4,2,0.3,2.9,8,-0.3,3.0,2,1.9,5.9,5,0.5,2.9,5,-0.9,0.5,2,0.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Thomas,1988,,,,0,0.0,0.2,,,,3,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Brown,1990,7,-0.3,-0.3,7,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Anderson,1993,3,-0.1,0.3,5,1.2,3.5,0,0.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Oubre,1995,5,-0.7,0.4,5,-0.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justise Winslow,1996,4,0.8,2.5,7,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Burke,1973,3,-1.1,-0.3,,,,,,,3,-0.3,0.1,3,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Knight,1974,,,,,,,,,,,,,,,,,,,3,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Oakley,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1,0.9,,,,,,,,,
Scot Pollard,1975,,,,,,,,,,,,,,,,0,0.0,1.0,0,0.1,1.4,0,0.3,1.9,0,0.5,2.1,3,0.0,0.2,0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeryl Sasser,1979,,,,7,-0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvydas Macijauskas,1980,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Ayres,1987,0,-0.1,1.3,,,,3,0.0,0.3,0,-0.1,1.0,0,0.6,2.4,0,0.0,1.2,0,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Thornton,1987,2,0.8,4.0,2,0.9,3.5,2,1.3,3.8,2,0.6,3.2,2,0.2,2.0,5,-0.1,1.2,5,0.0,1.7,7,-0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hamilton,1990,7,0.0,0.3,5,0.1,0.8,5,0.3,1.6,7,0.0,0.1,7,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Barton,1991,7,-0.8,-0.5,7,-0.1,0.6,5,0.3,1.3,2,1.1,4.3,2,1.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Clark,1991,7,-0.1,-0.1,7,0.0,0.2,5,-0.2,0.9,5,0.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Larkin,1992,7,-0.3,-0.1,8,-0.2,1.7,8,-0.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donyell Marshall,1973,,,,,,,,,,,,,,,,,,,,,,,,,6,2.3,6.0,6,3.9,10.4,2,2.5,6.0,2,0.7,4.2,2.0,0.8,3.8,3.0,-0.1,0.3,5.0,0.3,0.8,,,,,,,,,,,,,,,,,,
Mehmet Okur,1979,4,0.7,3.8,4,1.3,5.9,6,2.3,7.0,6,3.0,9.3,6,2.7,8.8,2,2.3,6.7,6,2.1,7.4,4,1.5,5.6,3,0.0,0.2,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Rakocevic,1978,7,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zarko Cabarkapa,1981,3,-0.7,-0.4,0,-0.1,1.3,3,-0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udonis Haslem,1980,4,0.1,4.8,6,2.6,9.2,4,1.3,7.0,4,0.2,5.1,4,-0.3,2.5,4,0.2,5.7,4,-0.3,6.0,0,-0.1,0.9,4,-0.3,3.5,4,-0.3,3.2,0,-0.5,1.1,0,-0.4,1.4,3.0,-0.2,0.4,0.0,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,
Jabari Smith,1977,,,,,,,,,,3,-0.2,0.0,0,-0.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamario Moon,1980,4,2.6,5.7,2,1.9,4.9,5,0.7,2.9,5,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jodie Meeks,1987,5,-0.3,0.9,2,1.4,5.1,5,0.7,4.1,5,0.5,3.0,2,1.8,4.5,5,0.4,3.1,,,,5,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Seraphin,1989,0,-0.4,0.2,4,0.2,2.3,4,-1.6,0.1,0,-0.5,0.8,4,-0.3,1.7,3,-0.3,-0.2,0,-0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Goudelock,1988,7,-0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iman Shumpert,1990,8,0.9,2.4,5,0.7,1.9,2,0.9,2.0,5,0.6,1.5,5,0.6,1.7,5,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Harkless,1993,4,0.5,2.4,2,0.9,2.8,7,-0.1,0.3,5,0.7,2.9,2,1.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeQuan Jones,1990,7,-0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Hammons,1992,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Laprovittola,1990,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Barry,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.9,5.6,5,0.7,2.8,5.0,1.1,3.9,7.0,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,
Tony Massenburg,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.5,1.0,0.0,-0.6,0.9,0.0,-0.4,1.1,,,,,,,,,,,,,,,,,,
Jerry Stackhouse,1974,,,,,,,,,,,,,,,,,,,,,,1,1.9,6.5,7,-0.3,0.2,8,0.4,3.5,8,0.1,2.4,8,0.9,4.1,5.0,0.2,2.3,,,,5.0,0.0,0.9,,,,7.0,-0.2,0.3,7.0,-0.3,0.4,,,,,,,,,
Tim Thomas,1977,,,,,,,,,,,,,,,,2,0.0,2.9,2,1.2,4.1,2,-0.1,2.2,5,-0.2,0.9,2,1.3,3.9,2,0.7,1.7,5,-0.2,1.7,5.0,0.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,
Nenad Krstic,1983,4,0.2,4.4,6,0.1,5.4,0,0.1,1.9,3,-1.3,-0.1,4,-0.4,1.7,4,0.1,4.2,4,-0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,1984,7,-0.2,0.8,8,0.3,1.5,5,0.9,2.2,4,1.9,4.0,5,2.0,4.1,5,0.7,1.8,2,3.1,6.8,5,1.1,3.0,5,0.8,2.5,5,1.4,4.5,5,1.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouhamed Sene,1986,3,-0.4,0.0,0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard James,1985,0,0.1,1.2,0,-0.1,0.1,0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Dellavedova,1990,5,0.0,2.1,5,-0.2,1.9,8,0.2,3.8,8,-1.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Wear,1990,7,-0.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Ingram,1997,8,-1.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothe Luwawu-Cabarrot,1995,5,-0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Satoransky,1991,7,-0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert Arenas,1982,,,,1,3.1,6.5,1,1.6,2.6,1,4.9,11.5,1,6.4,13.6,1,5.2,10.8,7,0.3,0.6,,,,8,1.3,1.8,8,0.2,0.5,7,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Camby,1974,,,,,,,,,,,,,,,,,,,0,0.6,1.5,6,3.3,6.9,6,2.8,5.8,6,2.7,5.5,6,4.4,7.6,6,4.7,8.5,4.0,1.8,5.2,6.0,3.8,6.8,4.0,1.7,3.7,4.0,1.7,3.6,3.0,-0.1,0.0,,,,,,,,,,,,
Steven Hunter,1981,,,,0,0.0,0.9,0,-0.4,0.6,0,0.4,2.6,4,-0.3,2.5,4,0.1,2.8,3,-0.3,0.1,,,,3,-0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Ridnour,1981,8,-0.1,1.2,8,1.5,5.4,8,1.0,4.4,8,0.1,2.3,8,-0.6,0.9,8,0.9,3.4,8,1.3,6.2,8,0.9,4.0,8,1.0,3.3,8,1.0,4.3,7,-0.9,0.1,7,-0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Delfino,1982,7,0.0,0.5,7,-0.2,1.0,5,0.6,2.9,2,1.6,4.0,,,,2,2.1,4.8,5,1.6,3.5,5,1.1,2.4,2,1.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Snyder,1983,7,-0.7,-0.2,5,0.5,2.2,0,0.1,1.4,0,0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Telfair,1985,8,-1.6,-0.4,8,-0.4,0.6,8,-1.2,0.5,8,-0.8,0.7,8,-0.7,0.8,7,-0.6,0.3,7,-0.4,0.1,8,0.3,1.1,5,-0.2,0.8,,,,7,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Granger,1983,4,1.9,5.1,2,2.0,6.5,1,2.5,7.3,1,3.0,8.0,1,2.7,6.2,1,2.5,6.9,2,2.0,6.7,,,,5,-0.2,1.3,5,-0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Watson,1984,7,-0.2,0.4,8,0.4,3.3,8,0.7,3.1,8,0.0,2.1,8,0.5,2.6,8,1.2,3.8,5,0.7,3.2,8,1.3,4.0,7,-0.2,0.6,7,-0.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario West,1984,0,0.0,0.5,0,0.1,0.4,0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Cunningham,1987,0,0.0,1.9,4,-0.3,2.0,0,0.8,3.4,4,0.5,3.5,4,0.8,2.9,5,0.2,1.6,5,0.4,2.1,5,0.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Ellington,1987,5,-1.0,0.4,5,-0.8,0.3,5,-0.2,0.8,5,0.3,3.2,5,0.0,0.7,5,-0.4,1.2,5,-0.5,0.8,5,0.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landry Fields,1988,2,1.7,5.3,8,1.2,3.4,0,0.0,1.1,3,-0.1,0.4,7,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Miller,1992,,,,5,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Pressey,1991,7,-0.7,0.1,7,0.0,0.8,7,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Vonleh,1995,3,-0.2,0.5,0,-0.6,1.2,4,-0.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick McCaw,1995,5,0.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Anderson,1974,,,,,,,,,,,,,,,,2,2.9,8.1,8,1.1,3.6,5,0.0,1.3,5,0.1,1.6,5,0.9,2.9,7,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Battier,1978,,,,2,3.4,6.2,2,2.6,5.9,2,3.6,7.8,4,4.3,9.1,2,4.0,9.0,2,4.3,8.2,5,2.8,5.2,2,2.2,4.3,2,2.7,5.1,5,1.4,3.3,5,1.8,4.4,5.0,1.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,
Mark Blount,1975,,,,,,,4,-0.3,1.7,6,1.7,6.5,4,0.4,2.8,4,-0.9,1.7,4,-0.8,2.8,4,-1.3,0.7,3,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Haywood,1979,,,,4,0.9,5.0,4,0.6,3.8,4,1.4,5.2,4,0.6,3.9,4,0.6,3.4,6,1.9,6.8,,,,4,1.6,6.7,4,0.3,2.9,0,0.4,2.7,0,-0.8,0.1,,,,3.0,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,
Raef LaFrentz,1976,,,,,,,,,,,,,4,1.9,5.8,0,0.3,0.9,4,2.5,7.5,2,1.2,4.3,3,-0.2,0.2,0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Ward,1970,,,,,,,,,,,,,,,,,,,,,,,,,8,1.5,3.7,8,0.9,2.9,7,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Martin,1983,7,-0.3,0.1,2,1.0,5.5,1,3.2,10.2,1,1.7,8.4,1,0.8,4.7,8,0.5,4.2,1,2.3,9.5,5,0.7,3.3,2,1.3,7.0,2,0.8,5.3,5,0.0,1.9,5,-0.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameer Nelson,1982,8,0.6,2.5,8,1.9,4.9,8,0.9,4.0,8,1.5,5.6,8,2.4,6.0,8,1.4,5.0,8,2.1,6.6,8,0.8,3.5,8,0.9,2.1,8,0.5,2.8,8,0.4,1.4,7,-0.3,0.5,8.0,0.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Will Bynum,1983,7,-0.2,-0.1,,,,,,,8,0.1,1.3,8,-0.2,1.9,8,-0.3,1.5,7,-0.4,-0.2,8,-0.1,1.7,8,-0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Calderon,1981,8,-0.7,0.9,8,0.9,5.4,8,2.9,10.2,8,1.7,7.5,8,0.6,4.2,8,0.4,3.7,8,0.7,5.1,8,1.3,7.4,2,2.1,6.3,5,-0.4,0.9,8,1.0,4.0,7,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Harangody,1988,3,-0.1,0.6,3,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Gutierrez,1988,7,-0.1,0.2,7,0.0,0.3,7,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarell Martin,1994,0,-0.1,0.8,3,-0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Harrison,1994,8,-0.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedrick Brown,1981,,,,3,-0.4,0.5,5,0.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Harrington,1980,,,,,,,,,,,,,6,0.1,3.9,6,1.5,5.9,6,0.4,1.6,1,0.6,3.8,2,0.7,4.3,2,1.1,5.4,2,0.6,3.9,2,0.1,3.5,2.0,0.4,2.1,2.0,0.6,3.2,,,,7.0,-0.3,0.4,,,,,,,,,,,,,,,
Boris Diaw,1982,4,0.2,0.8,7,-0.5,0.1,6,3.7,8.9,4,1.7,4.6,4,1.0,3.0,2,2.5,4.7,2,2.9,6.2,2,2.5,4.8,5,0.3,0.6,5,1.6,4.4,2,1.8,4.9,2,1.1,3.6,5.0,1.1,3.8,5.0,-0.3,1.1,,,,,,,,,,,,,,,,,,,,,
Travis Outlaw,1984,,,,0,0.0,1.4,5,-0.4,0.9,4,0.3,2.3,2,0.1,3.2,2,0.9,5.3,5,-0.1,0.9,2,-0.9,0.8,7,-0.3,-0.1,7,-0.3,0.3,5,-0.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Alexander,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Flores,1981,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Johnson,1987,0,0.0,0.8,0,0.4,0.6,4,1.5,2.6,0,-0.2,-0.5,0,1.6,3.0,4,1.6,4.1,5,0.3,1.3,2,2.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E'Twaun Moore,1989,7,-0.1,0.2,8,-0.5,0.2,5,-0.1,1.7,7,-0.1,0.8,5,0.1,1.8,5,0.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aron Baynes,1986,0,-0.1,0.1,3,-0.2,0.6,4,0.3,3.9,4,0.6,4.1,4,0.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirza Teletovic,1985,5,0.1,0.9,2,0.5,2.7,5,-0.1,0.5,2,0.7,3.8,5,-0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre' Bembry,1994,7,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Jackson,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,-0.6,1.1,7.0,-0.4,0.4,,,,,,,,,,,,
Anthony Johnson,1974,,,,,,,,,,,,,,,,7,-0.1,1.8,8,0.6,3.6,8,0.9,4.0,8,0.9,4.5,7,-0.7,1.2,8,-0.4,2.0,8,0.3,2.8,7.0,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Bonzi Wells,1976,,,,,,,,,,,,,1,1.6,4.0,8,-0.3,0.9,8,0.6,3.1,4,1.6,3.4,3,-0.5,-0.1,4,0.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richie Frahm,1977,5,0.3,1.5,5,0.1,1.0,7,-0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamond Murray,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.6,-0.3,5,0.0,1.3,5,-0.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Kasun,1980,0,-0.2,0.6,3,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beno Udrih,1982,8,0.4,3.1,7,0.0,1.3,7,-0.4,1.0,8,0.1,2.4,8,-0.4,1.2,8,1.4,5.5,8,2.1,7.2,7,-0.4,1.4,8,-0.4,2.2,7,-0.2,0.8,8,0.5,3.6,7,-0.5,0.4,7.0,-0.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Johnson,1983,0,-0.1,1.3,0,-0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Dudley,1985,4,0.6,2.9,5,0.8,2.7,2,2.9,5.3,2,2.5,5.6,2,2.4,5.1,2,1.7,4.8,5,0.5,2.4,5,1.1,4.1,2,1.6,4.6,5,0.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Andersen,1980,5,-0.4,1.3,3,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Lawson,1987,8,0.7,3.7,8,2.1,6.7,8,2.8,6.9,1,2.2,7.4,1,2.1,6.3,1,1.7,7.0,8,-0.9,0.9,8,0.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
