Player,year_born,Cluster 1,VORP 1,WS 1,Cluster 2,VORP 2,WS 2,Cluster 3,VORP 3,WS 3,Cluster 4,VORP 4,WS 4,Cluster 5,VORP 5,WS 5,Cluster 6,VORP 6,WS 6,Cluster 7,VORP 7,WS 7,Cluster 8,VORP 8,WS 8,Cluster 9,VORP 9,WS 9,Cluster 10,VORP 10,WS 10,Cluster 11,VORP 11,WS 11,Cluster 12,VORP 12,WS 12,Cluster 13,VORP 13,WS 13,Cluster 14,VORP 14,WS 14,Cluster 15,VORP 15,WS 15,Cluster 16,VORP 16,WS 16,Cluster 17,VORP 17,WS 17,Cluster 18,VORP 18,WS 18,Cluster 19,VORP 19,WS 19,Cluster 20,VORP 20,WS 20,Cluster 21,VORP 21,WS 21
Chris Johnson,1990,,,,5,0.2,1.4,5,0.0,0.8,5,0.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto Porter,1993,3,-0.4,0.0,5,0.6,2.7,2,2.2,5.6,2,3.9,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kostas Papanikolaou,1990,7,-0.1,0.5,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Battie,1976,,,,,,,,,,,,,,,,4,0.8,5.8,4,-0.1,2.3,4,-0.4,2.0,4,0.4,3.8,4,-0.1,2.7,,,,4,0.0,2.8,3.0,-0.2,0.0,0.0,-0.2,0.6,3.0,-0.1,0.5,,,,,,,,,,,,,,,,,,
Rick Brunson,1972,,,,,,,,,,,,,,,,7,-0.1,0.3,7,-0.2,0.6,8,-0.3,1.9,7,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Johnson,1978,3,-0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron McKie,1972,,,,,,,,,,,,,,,,,,,,,,,,,8,2.0,5.1,8,1.7,4.8,5,0.3,2.0,3,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ansu Sesay,1976,,,,3,-0.3,-0.1,0,-0.1,0.8,3,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Hart,1978,,,,,,,,,,7,0.2,1.9,8,1.3,4.8,7,-0.7,0.1,7,0.3,1.5,7,-0.3,0.4,7,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DerMarr Johnson,1980,,,,,,,,,,7,-0.1,0.4,5,0.7,3.2,5,0.2,1.3,7,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shavlik Randolph,1983,0,0.0,1.1,0,0.0,0.4,,,,,,,,,,,,,,,,0,0.0,0.7,0,-0.1,0.1,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Tyler,1991,3,-0.7,-0.2,3,-0.2,-0.1,0,-0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nunnally,1990,7,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug McDermott,1992,7,-0.5,0.0,5,-0.5,2.8,5,-0.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Childs,1967,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damon Jones,1976,,,,,,,,,,,,,5,0.1,1.5,8,0.1,3.9,2,2.9,8.7,5,0.5,3.4,5,0.0,2.4,5,-0.1,3.0,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Piatkowski,1970,,,,,,,,,,,,,,,,,,,,,,,,,5,0.8,3.6,5,-0.2,0.9,5,0.4,2.3,7,-0.1,0.1,7.0,0.0,0.0,7.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,
Gerald Wallace,1982,,,,0,-0.2,0.9,3,0.0,0.4,4,1.8,2.4,4,3.7,6.4,6,3.9,7.7,1,2.6,4.6,6,4.1,9.5,6,4.3,11.5,6,2.5,6.2,2,2.1,4.8,8,2.0,3.1,5.0,0.6,1.3,3.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,
Rodney White,1980,,,,8,-1.0,-0.4,5,-0.1,1.8,7,-0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Buford,1977,,,,,,,,,,,,,7,-0.2,-0.2,5,-1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Hinrich,1981,8,1.0,4.1,1,3.7,7.2,1,2.9,7.6,1,3.5,10.1,8,0.7,3.6,8,0.8,2.6,8,1.2,4.0,8,0.3,3.0,5,0.2,1.8,8,0.3,3.1,8,0.6,3.8,5,-0.3,1.0,7.0,-0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Sean May,1984,0,-0.1,0.4,0,0.6,2.2,,,,3,-0.5,-0.3,3,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergei Monia,1983,3,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Strawberry,1985,7,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Williams,1987,8,-0.8,-0.3,7,-0.4,-0.6,7,-0.1,0.3,7,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semih Erden,1986,0,0.2,1.4,0,-0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samardo Samuels,1989,0,-0.7,0.0,0,-0.7,0.7,3,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent Bazemore,1989,7,-0.2,0.1,5,-0.1,0.2,5,0.1,1.6,2,1.2,4.1,2,0.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Selden,1994,7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Buckner,1976,,,,,,,,,,5,0.8,3.1,7,-0.3,0.3,5,1.8,4.8,5,1.6,3.8,5,0.5,2.2,7,-0.2,0.1,7,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tayshaun Prince,1980,7,0.0,0.8,2,2.8,7.5,6,3.4,9.4,2,1.8,7.0,2,3.0,8.0,2,2.5,7.5,2,2.2,6.2,5,1.1,3.2,2,0.2,3.3,8,-0.1,2.1,2,0.3,3.6,5,-0.3,1.5,5.0,0.2,2.5,5.0,-0.4,0.4,,,,,,,,,,,,,,,,,,,,,
Vladimir Radmanovic,1980,,,,2,0.6,2.7,2,1.9,4.2,2,1.5,3.7,2,1.3,3.8,5,-0.2,0.8,5,1.1,3.5,5,0.2,1.9,5,-0.5,0.0,5,0.6,2.1,5,0.4,1.6,7,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Taylor,1976,,,,,,,,,,,,,,,,4,-1.0,0.9,4,0.1,3.7,4,-0.8,0.5,4,-1.0,-0.5,3,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard Robinson,1980,7,-0.1,0.3,8,0.2,1.7,3,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Ebanks,1989,3,-0.1,0.4,7,-0.1,0.3,3,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Miller,1990,5,0.0,0.5,5,-0.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Harrington,1980,8,-1.3,-0.4,,,,7,-0.4,-0.3,,,,7,-0.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Williams,1980,7,-0.2,-0.1,7,-0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Gordon,1983,1,0.7,3.5,1,1.4,4.4,1,2.4,8.6,2,1.1,5.1,1,1.9,6.9,8,-0.1,2.1,2,-0.3,1.7,8,-0.1,1.7,8,-1.2,-0.6,7,-0.3,-0.3,5,-0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orien Greene,1982,8,-0.4,-0.3,7,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johan Petro,1986,4,-0.7,1.0,4,-0.4,1.7,4,-1.1,0.4,3,-0.6,0.2,0,-0.1,0.8,0,-0.3,0.4,0,-0.5,0.7,3,-0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Harris,1983,0,0.0,0.5,,,,3,-0.1,-0.1,,,,,,,,,,0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Snell,1991,5,-0.3,1.6,5,0.2,2.4,5,-0.7,0.4,2,0.7,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wade Baldwin,1996,7,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Finley,1973,,,,,,,,,,,,,,,,,,,,,,2,2.4,6.7,2,3.0,7.6,2,1.8,5.5,2,0.8,5.0,2,0.7,4.7,2.0,0.5,4.2,2.0,0.9,4.4,5.0,-0.1,1.0,,,,,,,,,,,,,,,,,,
Tremaine Fowlkes,1976,,,,0,0.1,1.2,3,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff McInnis,1974,,,,,,,,,,,,,,,,,,,7,-1.0,1.1,8,0.2,4.9,8,-0.4,4.1,7,-0.4,0.3,7,-0.8,-0.1,7,-1.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Tsakalidis,1979,,,,,,,0,-0.3,0.9,0,0.0,1.2,0,0.0,0.6,0,0.2,2.8,3,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Chalmers,1980,7,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Richard,1984,0,-0.2,0.4,,,,0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Nelson,1985,7,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toney Douglas,1986,5,0.3,2.2,2,1.4,4.2,7,-0.5,-0.6,8,0.6,2.4,5,-0.1,0.9,7,0.0,0.2,5,0.8,2.5,7,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Pekovic,1986,0,-0.4,0.6,4,1.1,4.5,6,1.2,6.7,4,0.9,5.9,0,-0.5,1.2,3,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Millsap,1987,7,0.1,0.4,3,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yogi Ferrell,1993,5,0.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Grant,1972,,,,,,,,,,,,,,,,,,,,,,,,,6,2.0,7.7,4,0.4,4.9,0,-0.2,1.6,3,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Rice,1991,3,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stromile Swift,1979,,,,,,,4,0.4,3.3,4,0.7,4.8,4,0.3,2.9,4,-0.5,2.5,4,-0.6,1.0,0,-0.3,1.4,3,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Wesley,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.9,7.0,8,0.0,2.8,2,1.6,5.2,8.0,0.8,3.6,7.0,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,
Renaldo Balkman,1984,4,0.9,2.8,0,0.3,1.3,0,0.9,2.6,3,0.0,0.0,,,,0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Lang,1983,3,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Brockman,1987,0,0.2,1.7,0,0.0,1.9,3,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julyan Stone,1988,7,0.1,0.4,,,,7,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lance Thomas,1988,0,-0.3,1.2,0,-0.1,1.2,,,,5,-1.4,-0.4,5,-0.4,1.7,5,-0.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Ochefu,1993,3,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Arroyo,1979,,,,7,-0.1,0.3,8,0.9,4.7,8,-1.0,1.3,8,-0.1,2.7,8,0.0,2.5,8,-0.1,2.8,,,,5,0.0,3.7,5,-0.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordan Giricek,1977,2,-0.6,1.6,8,-0.2,2.4,8,-0.3,1.8,7,-1.0,-0.2,5,0.0,1.9,5,-0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Murphy,1980,,,,6,0.8,6.4,0,-0.2,1.3,6,0.1,5.3,6,0.8,6.5,4,1.1,4.5,2,1.6,6.2,2,3.1,8.5,2,2.7,7.8,3,-0.2,0.3,5,0.2,1.7,7,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Ollie,1972,,,,,,,,,,,,,,,,8,-0.2,3.8,8,-0.4,2.4,7,-0.2,0.1,7,-0.6,1.1,7,-0.7,0.6,7,-0.2,0.5,7,-0.4,1.2,7.0,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Chris Whitney,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.8,0.6,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Bogans,1980,5,0.0,1.3,8,-0.3,0.1,8,0.4,2.3,5,0.2,1.7,2,1.8,4.9,5,0.6,2.5,5,0.8,2.6,5,0.7,3.6,,,,5,0.3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaniel Dickens,1978,,,,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rawle Marshall,1982,7,-0.1,0.2,7,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Marshall,1991,7,-0.9,-0.2,8,-1.0,0.9,7,-0.2,0.8,7,-0.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnett Moultrie,1990,0,0.0,1.7,3,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Inglis,1995,3,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Wiltjer,1992,7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Jefferies,1980,7,-0.8,-0.5,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Williams,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-0.5,1.1,0.0,-0.1,1.1,3.0,-0.1,0.1,,,,,,,,,,,,,,,,,,
Steve Blake,1980,8,-0.7,0.7,7,-0.5,0.3,8,0.1,2.8,8,-0.6,2.1,8,0.7,3.8,8,2.0,5.8,8,0.3,3.3,5,-0.1,1.8,7,-0.3,1.0,5,0.6,2.4,8,0.2,1.8,8,0.0,2.1,7.0,-0.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Hollins,1984,0,-0.2,0.2,0,0.0,1.1,0,0.0,1.0,4,-0.4,1.2,0,-0.2,1.8,0,-0.4,0.2,0,0.0,1.7,0,0.2,1.3,0,0.1,1.0,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JaVale McGee,1988,4,-0.3,2.0,4,0.1,2.1,6,1.0,5.3,4,0.7,4.1,4,1.2,4.9,,,,0,-0.2,0.4,0,-0.1,1.1,4,0.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mustafa Shakur,1984,7,-0.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corie Blount,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3,1.1,0,0.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyon Dooling,1980,,,,,,,7,-0.6,0.3,7,-0.8,0.3,7,-0.5,1.5,8,-0.4,1.1,8,-0.2,2.1,8,0.1,3.7,8,0.4,3.7,5,-0.5,0.7,8,-0.1,2.9,7,-0.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etan Thomas,1978,,,,0,-0.5,1.3,4,0.5,4.5,0,-0.4,1.6,4,-0.1,2.5,4,0.3,2.7,,,,0,-0.3,0.1,3,-0.4,0.2,0,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoran Planinic,1982,7,-0.3,0.7,7,-0.1,0.8,7,-0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Wilkins,1980,5,0.4,1.0,8,0.2,1.7,8,0.8,2.8,8,0.1,1.0,7,-0.4,0.0,5,0.3,1.9,5,0.1,1.5,7,-0.5,0.4,5,-0.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ersan Ilyasova,1987,5,-0.4,1.0,,,,,,,2,1.3,5.8,4,0.7,3.8,4,1.7,6.4,2,1.9,6.7,5,-0.5,1.6,5,0.6,4.0,2,1.0,4.4,2,0.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Vinicius,1984,7,0.0,0.1,7,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alando Tucker,1984,,,,7,-0.3,0.2,7,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Jenkins,1989,7,-0.8,0.5,7,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Joseph,1991,7,-0.2,0.0,7,0.1,0.9,5,0.6,2.9,8,1.0,4.5,8,0.5,3.5,8,0.6,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perry Jones,1991,3,-0.5,0.0,5,-0.1,1.5,7,-0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Bennett,1993,3,-0.9,-0.4,0,-0.6,0.3,3,-0.2,0.1,0,-0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinn Cook,1993,7,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domantas Sabonis,1996,5,-1.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Zipser,1994,5,-0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devean George,1977,,,,,,,,,,5,0.3,2.7,2,1.1,3.4,7,-0.1,0.3,5,0.5,2.6,5,0.4,2.1,7,-0.2,0.7,5,0.0,0.6,5,0.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popeye Jones,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Parks,1972,,,,,,,,,,,,,,,,,,,,,,0,0.1,1.2,3,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Smith,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.3,2.5,5.0,-0.4,1.9,5.0,0.1,1.8,,,,,,,,,,,,,,,,,,,,,
Josh Childress,1983,4,1.2,4.6,4,2.0,5.7,4,2.0,5.5,4,2.5,7.6,,,,,,,0,0.6,1.4,5,0.4,0.9,3,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Harrison,1982,0,0.1,1.4,4,-0.6,1.5,0,-0.2,-0.2,0,-0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Williams,1986,4,0.1,2.5,0,0.0,0.3,3,-0.3,-0.2,,,,0,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Ajinca,1988,3,-0.3,-0.1,,,,0,-0.1,0.4,,,,,,,4,0.3,2.1,4,0.5,3.2,0,-0.5,1.0,0,-0.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Aldrich,1988,0,0.0,0.2,0,0.1,0.6,0,-0.2,0.6,0,0.3,1.2,4,0.7,2.2,4,1.4,3.5,0,0.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Henry,1991,7,-0.5,0.2,7,-0.5,0.2,3,-0.7,0.0,5,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Claver,1988,7,-0.3,-0.1,3,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin Booth,1976,,,,,,,,,,0,-0.2,0.8,4,0.1,2.2,0,0.0,1.0,3,0.0,0.4,0,0.1,0.6,3,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Davis,1979,,,,,,,,,,,,,1,1.3,3.0,1,1.1,4.4,1,0.6,4.2,1,1.6,5.0,1,2.2,5.7,2,0.6,1.9,7,-0.7,-0.4,7,-0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Mason,1977,,,,,,,6,0.6,5.2,1,1.1,5.7,1,0.4,4.3,4,-1.8,-0.2,4,-1.0,0.6,4,-0.2,1.5,3,-0.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Rogers,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.5,2.3,4,1.0,3.1,5,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamar Slay,1980,7,-0.3,0.0,7,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Green,1981,7,-0.8,0.0,7,-0.9,0.1,,,,8,-1.6,-0.7,8,-0.4,2.1,8,-0.3,2.3,5,-0.5,2.2,5,-0.5,1.8,5,0.1,2.4,5,0.2,2.5,5,-0.3,0.5,7,-0.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Batista,1983,0,-0.6,0.1,0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Foye,1983,8,0.2,2.3,5,0.2,1.1,2,1.0,3.1,8,-0.2,2.2,8,-0.2,1.7,2,0.7,3.2,2,0.9,3.7,2,1.8,4.6,5,0.2,1.0,5,-0.6,0.4,5,-0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonny Flynn,1989,8,-1.0,0.1,7,-1.3,-1.3,7,-0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quincy Pondexter,1988,5,-0.1,0.9,5,0.0,1.7,5,0.8,3.2,7,0.0,0.4,5,0.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolan Smith,1988,7,-0.5,-0.3,7,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diante Garrett,1988,7,-0.2,-0.2,7,-0.8,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draymond Green,1990,3,-0.3,0.6,4,2.2,4.5,2,4.4,8.5,6,5.5,11.1,6,4.6,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Toupane,1992,7,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Brown,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Eisley,1972,,,,,,,,,,,,,,,,,,,,,,,,,8,1.0,4.5,8,-0.3,1.7,8,-1.2,0.0,7,-0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Hansen,1978,7,-0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
